,MeSH Term,Year of Publication,Medication,Details,PMID,PubMed Link
0,Melanoma,2022,"Immunologic Factors, Nivolumab","Immune checkpoint inhibitors (ICIs) have revolutionized medical practice in oncology since the FDA approval of the first ICI 11 years ago. In light of this, Lymphocyte-Activation Gene 3 (LAG-3) is one of the most important next-generation immune checkpoint molecules, playing a similar role as Programmed cell Death protein 1 (PD-1) and Cytotoxic T-Lymphocyte Antigen 4 (CTLA-4). 19 LAG-3 targeting molecules are being evaluated at 108 clinical trials which are demonstrating positive results, including promising bispecific molecules targeting LAG-3 simultaneously with other ICIs. Recently, a new dual anti-PD-1 (Nivolumab) and anti-LAG-3 (Relatimab) treatment developed by Bristol Myers Squibb (Opdualag), was approved by the Food and Drug Administration (FDA) as the first LAG-3 blocking antibody combination for unresectable or metastatic melanoma. This novel immunotherapy combination more than doubled median progression-free survival (PFS) when compared to nivolumab monotherapy (10.1 months versus 4.6 months). Here, we analyze the large clinical trial responsible for this historical approval (RELATIVITY-047), and discuss the preclinical and clinical developments that led to its jump into clinical practice. We will also summarize results achieved by other LAG-3 targeting molecules with promising anti-tumor activities currently under clinical development in phases I, I/II, II, and III. Opdualag will boost the entry of more LAG-3 targeting molecules into clinical practice, supporting the accumulating evidence highlighting the pivotal role of LAG-3 in cancer.",35954196,https://pubmed.ncbi.nlm.nih.gov/35954196/
0,Melanoma,2022,Immune Checkpoint Inhibitors,"The success of immunotherapy and targeted therapy for metastatic melanoma has generated considerable interest in the adjuvant setting, even though high-risk stage III melanoma (with or without in-transit metastases) still holds a substantial probability of relapse, despite surgical resection and available adjuvant treatments. Based on preclinical and clinical trials in resectable melanoma, immune checkpoint inhibitors can enhance anti-tumor immunity by activating antigen-specific T cells found in the primary site. These tumor-reactive T cells continue to exert their anti-tumor effects on remaining neoplastic cells after resection of the primary tumor, potentially preventing relapses from reoccurring. Several trials in the neoadjuvant setting have been conducted for melanoma patients using checkpoint inhibitors with promising early data, showing an improvement of operability and clinical outcomes. Hence, in this study, we review and discuss the available published and ongoing clinical trials to explore the scientific background behind immunotherapy in the neoadjuvant context.",34882516,https://pubmed.ncbi.nlm.nih.gov/34882516/
0,Melanoma,2022,"Antineoplastic Agents, Drug Carriers","Skin-cancer (SC) is more common than all other cancers affecting large percentage of the population in the world and is increasing in terms of morbidity and mortality. In the United States, 3million people are affected by SC annually whereas millions of people are affected globally. Melanoma is fifth most common cancer in the United States. SC is commonly occurred in white people as per WHO. SC is divided into two groups, i.e. melanoma and non-melanoma. In the previous two decades, management of cancer remains to be a tough and a challenging task for many scholars. Presently, the treatment protocols are mostly based on surgery and chemo-radiation therapy, which sooner or later harm the unaffected cells too. To reduce these limitations, nano scaled materials and its extensive range may be recognized as the probable carriers for the selective drug delivery in response to cancerous cells. Recently, the nanocarriers based drugs and their combinations were found to be a new and interesting approach of study for the management of skin carcinoma to enhance the effectiveness, to lessen the dose-dependent side effects and to avoid the drug resistance. This review may emphasize on the wide-range of information on nanotechnology-based drugs and their combination with physical techniques.",35294334,https://pubmed.ncbi.nlm.nih.gov/35294334/
0,Melanoma,2022,"Oximes, Protein Kinase Inhibitors, Pyridones, Pyrimidinones, Retinoblastoma Protein, trametinib, Proto-Oncogene Proteins B-raf, Mitogen-Activated Protein Kinase Kinases","The retinoblastoma gene (RB) was discovered as the first tumor-suppressor gene. It was subsequently shown to be inactivated in most malignant tumors, particularly at the protein level. Therefore, many activated oncogenes as well as inactivated tumor-suppressor genes inactivate the function of the RB protein. I hypothesized that most of the molecular-targeting agents against activated oncogenes may reactivate the function of RB, and proposed screening systems for agents up-regulating the expression of cyclin-dependent kinase inhibitors, such as p15, p27, and p21, which convert the phosphorylated inactive form of the RB protein to the unphosphorylated active form. I termed this screening as ""RB-reactivator screening"". Using the screening systems for agents that up-regulate the expression of p15, p27, and p21, we discovered the novel MEK inhibitor trametinib, the novel RAF/MEK inhibitor CH5126766/RO5126766/VS-6766, and the histone deacetylase inhibitor YM753/OBP-801, respectively. Trametinib exerted remarkable effects in patients with advanced BRAF mutant melanoma, and was approved in the USA as the first-in-class MEK inhibitor (trade name: Mekinist) in 2013. The British Pharmacological Society selected trametinib as the Drug Discovery of the Year in 2013. The combination of trametinib and the BRAF inhibitor dabrafenib was approved for advanced BRAF mutant melanoma in the USA, EU, Japan, and many other countries. Additionally, the US Food and Drug Administration (FDA) granted Breakthrough Therapy Designation for the combination of trametinib and dabrafenib in the treatment of patients with advanced BRAF mutant non-small cell lung cancer in 2015, and this combination was subsequently approved in the EU, USA, and Japan. In 2018, this combination was also approved for locally advanced or metastatic BRAF V600-mutant anaplastic thyroid cancer in the USA after it had been granted Breakthrough Therapy Designation by the FDA. I describe here the characterization of our original screening system, RB-reactivator screening, by which these three molecular-targeting agents that advanced into clinical trials were identified.",35732246,https://pubmed.ncbi.nlm.nih.gov/35732246/
0,Melanoma,2022,"Antineoplastic Agents, Immune Checkpoint Inhibitors, Anaplastic Lymphoma Kinase","In 1999 a visionary short article by The Wall Street Journal writers Robert Langreth and Michael Waldholz popularized the new term ""personalized medicine,"" that is to say, the targeting of drugs to each unique genetic profile. From today's perspective, targeted approaches have clearly found the widest use in the antineoplastic domain. The current review was initiated to review the progress that has been made regarding the treatment of patients with advanced cancer and brain metastases. PubMed was searched for the terms brain metastasis, brain metastases, or metastatic brain in the Title/Abstract. Selection was limited to randomized controlled trial (RCT) and publication date January 2010 to February 2022. Following visual review, 51 papers on metastatic lung cancer, 12 on metastatic breast cancer, and 9 on malignant melanoma were retained and underwent full analysis. Information was extracted from the papers giving specific numbers for intracranial response rate and/or overall survival. Since most pharmacological trials on advanced cancers excluded patients with brain metastases and since hardly any information on adjuvant radiotherapy and radiosurgery is available from the pharmacological trials, precise assessment of the effect of targeted medication for the subgroups with brain metastases is difficult. Some quantitative information regarding the success of targeted pharmacological therapy is only available for patients with breast and lung cancer and melanoma. Overall, targeted approaches approximately doubled the lifespan in the subgroups of brain metastases from tumors with targetable surface receptors such as anaplastic lymphoma kinase (ALK) fusion receptor in non-small cell lung cancer or human epidermal growth factor receptor 2 (HER2)-positive breast cancer. For these types, overall survival in the situation of brain metastases is now more than a year. For receptor-negative lung cancer and melanoma, introduction of immune checkpoint blockers brought a substantial advance, although overall survival for melanoma metastasized to the brain appears to remain in the range of 6 to 9 months. The outlook for small cell lung cancer metastasized to the brain apparently remains poor. The introduction of targeted therapy roughly doubled survival times of advanced cancers including those metastasized to the brain, but so far, targeted therapy does not differ essentially from chemotherapy, therefore also facing tumors developing escape mechanisms. With the improved perspective of patients suffering from brain metastases, it becomes important to further optimize treatment of this specific patient group within the framework of randomized trials.",35902427,https://pubmed.ncbi.nlm.nih.gov/35902427/
0,Melanoma,2022,"Antineoplastic Agents, Immunoconjugates","While most skin malignancies are successfully treated with surgical excision, advanced and metastatic skin malignancies still often have poor long-term outcomes despite therapeutic advances. Antibody-drug conjugates (ADCs) serve as a potentially promising novel therapeutic approach to treat advanced skin cancers as they combine antibody-associated antigen specificity with cytotoxic anti-tumor effects, thereby maximizing efficacy and minimizing systemic toxicity. While no ADCs have gained regulatory approval for advanced skin cancers, several promising agents are undergoing preclinical and clinical investigation. In addition to identifying and validating skin cancer antigen targets, the key to maximizing therapeutic success is the careful development of each component of the ADC complex: antibodies, cytotoxic drugs, and linkers. It is the optimization of each of these components that will be integral in overcoming resistance, maximizing safety, and improving long-term clinical outcomes.",36125618,https://pubmed.ncbi.nlm.nih.gov/36125618/
0,Melanoma,2022,"Anti-Bacterial Agents, Immune Checkpoint Inhibitors, Protein Kinase Inhibitors, Proto-Oncogene Proteins B-raf, Mitogen-Activated Protein Kinase Kinases","Gut microbiome (GM) and its either pro-tumorigenic or anti-tumorigenic role is intriguing and constitutes an evolving landscape in translational oncology. It has been suggested that these microorganisms may be involved in carcinogenesis, cancer treatment response and resistance, as well as predisposition to adverse effects. In melanoma patients, one of the most immunogenic cancers, immune checkpoint inhibitors (ICI) and MAPK-targeted therapy-BRAF/MEK inhibitors-have revolutionized prognosis, and the study of the microbiome as a modulating factor is thus appealing. Although BRAF/MEK inhibitors constitute one of the main backbones of treatment in melanoma, little is known about their impact on GM and how this might correlate with immune re-induction. On the contrary, ICI and their relationship to GM has become an interesting field of research due to the already-known impact of immunotherapy in modulating the immune system. Immune reprogramming in the tumor microenvironment has been established as one of the main targets of microbiome, since it can induce immunosuppressive phenotypes, promote inflammatory responses or conduct anti-tumor responses. As a result, ongoing clinical trials are evaluating the role of fecal microbiota transplant (FMT), as well as the impact of using dietary supplements, antibiotics and probiotics in the prediction of response to therapy. In this review, we provide an overview of GM's link to cancer, its relationship with the immune system and how this may impact response to treatments in melanoma patients. We also discuss insights about novel therapeutic approaches including FMT, changes in diet and use of probiotics, prebiotics and symbiotics. Finally, we hypothesize on the possible pathways through which GM may impact anti-tumor efficacy in melanoma patients treated with targeted therapy, an appealing subject of which little is known.",36233289,https://pubmed.ncbi.nlm.nih.gov/36233289/
0,Melanoma,2022,"Antineoplastic Agents, Immunological, Immune Checkpoint Inhibitors, Nivolumab","In our real-life study of patients with melanoma and NSCLC treated with anti-PD-(L)1 antibodies, we confirm that irAEs are associated with improved survival using a time-varying Cox regression model. Analysis with a landmark method showed no difference in OS or PFS between patients who experienced irAE during the first 12 weeks of treatment and those who did not. Retrospective analysis and reviews including studies that do not deal with the immortal-time bias and studies insufficiently powered for a landmark analysis should be interpreted with caution.",35998515,https://pubmed.ncbi.nlm.nih.gov/35998515/
0,Melanoma,2022,"B7-H1 Antigen, CTLA-4 Antigen, Enzyme Inhibitors, Immune Checkpoint Inhibitors, Indoleamine-Pyrrole 2,3,-Dioxygenase, Programmed Cell Death 1 Receptor, Receptors, Aryl Hydrocarbon, Kynurenine, Tryptophan, Tryptophan Oxygenase, Class I Phosphatidylinositol 3-Kinases","Strategies for unlocking immunosuppression in the tumor microenvironment have been investigated to overcome resistance to first-generation immune checkpoint blockade with anti- programmed cell death protein 1 (PD-1)/ programmed death-ligand 1 (PD-L1) and anti-cytotoxic T-lymphocyte associated protein 4 (CTLA-4) agents. Indoleamine 2,3-dioxygenase (IDO) 1, an enzyme catabolizing tryptophan to kynurenine, creates an immunosuppressive environment in preclinical studies. Early phase clinical trials investigating inhibition of IDO1, especially together with checkpoint blockade, provided promising results. Unfortunately, the phase 3 trial of the IDO1 inhibitor epacadostat combined with the PD-1 inhibitor pembrolizumab did not show clinical benefit when compared with pembrolizumab monotherapy in patients with advanced malignant melanoma, which dampened enthusiasm for IDO inhibitors. Even so, several molecules, such as the aryl hydrocarbon receptor and tryptophan 2,3-dioxygenase, were reported as additional potential targets for the modulation of the tryptophan pathway, which might enhance clinical effectiveness. Furthermore, the combination of IDO pathway blockade with agents inhibiting other signals, such as those generated by PIK3CA mutations that may accompany IDO1 upregulation, may be a novel way to enhance activity. Importantly, IDO1 expression level varies by tumor type and among patients with the same tumor type, suggesting that patient selection based on expression levels of IDO1 may be warranted in clinical trials.",36058143,https://pubmed.ncbi.nlm.nih.gov/36058143/
0,Melanoma,2022,"Protein Kinase Inhibitors, Antineoplastic Agents, Proto-Oncogene Proteins B-raf","Melanoma is a cancer of the pigment-producing cells of the body and its incidence is rising. Targeted inhibitors that act against kinases in the MAPK pathway are approved for BRAF-mutant metastatic cutaneous melanoma and increase patients' survival. Response to these therapies is limited by drug resistance and is less durable than with immune checkpoint inhibition. Conversely, rare melanoma subtypes have few therapeutic options for advanced disease and MAPK pathway targeting agents show minimal anti-tumor effects. Nevertheless, there is a future for targeted kinase inhibitors in melanoma: in new applications such as adjuvant or neoadjuvant therapy and in novel combinations with immunotherapies or other targeted therapies. Pre-clinical studies continue to identify tumor dependencies and their corresponding actionable drug targets, paving the way for rational targeted kinase inhibitor combinations as a personalized medicine approach for melanoma.",35513054,https://pubmed.ncbi.nlm.nih.gov/35513054/
0,Melanoma,2022,Antineoplastic Agents,"Programmed cell death protein 1 inhibitors are more efficacious than cytotoxic T lymphocyte-associated antigen-4 blockers in acral and nail unit melanomas, although both are well-tolerated. Tyrosine kinase inhibitors have good clinical activity, however, data on safety is relatively limited. There is minimal data on high dose interferon α-2b and cyclin-dependent kinase 4 and 6 inhibitors, and efficacy and safety must be evaluated in future trials before they can be recommended for use in this patient population. Prospective clinical trials on acral and nail unit melanomas are lacking, and must be performed in large patient populations, with international collaboration likely necessary in order to enroll adequate participants.",35702037,https://pubmed.ncbi.nlm.nih.gov/35702037/
0,Melanoma,2022,"Immune Checkpoint Inhibitors, Ipilimumab, Nivolumab","Beyond the overall relapse-free survival (RFS) advantage demonstrated in randomized trials (RCT) of adjuvant anti-PD-1 immunotherapy in radically resected stage III-IV melanoma, key issues about subgroups of interest have been raised in recent years, with non-conclusive results when considering single studies. In the present meta analysis, we pooled all RCT data in this setting, analyzing, overall, 3043 patients. The RFS benefit of adjuvant immunotherapy over the comparator (placebo or anti-CTLA-4) was strongly confirmed in the pooled analysis, and it was statistically significant in most subgroups, excluding patients with stage IIIA and stage IV M1c melanoma. Nevertheless, the relative benefit was not statistically significantly different when considering their IIIB-IIIC and M1a-M1b counterparts. Future trials in this setting should consider subgroups of interest for tailoring the adjuvant strategy in terms of duration and drug combination in light of literature data.",33881961,https://pubmed.ncbi.nlm.nih.gov/33881961/
